clave_municipio,INGTRHOG_EXP,NUMPERS_EXP,ingpc2015
20224,480771,326,17697.092024539877
20225,2361912,2768,10239.50289017341
20226,1584816,1447,13142.910850034556
20227,33829900,14276,28436.452787895767
20228,128076,330,4657.3090909090915
20229,843879,1394,7264.381635581061
20230,443275,481,11058.83575883576
20231,282092,572,5918.013986013986
20232,8029388,8833,10908.259481489868
20233,929205,1026,10867.894736842105
20234,1554058,2786,6693.717157214644
20235,1050281,1281,9838.697892271663
20236,338744,476,8539.764705882353
20237,1108849,882,15086.380952380954
20238,490919,449,13120.329621380846
20239,752832,651,13877.087557603689
20240,385171,556,8313.043165467625
20241,701098,655,12844.543511450382
20242,801653,1204,7989.897009966777
20243,1941832,1386,16812.39826839827
20244,2229465,2205,12133.142857142857
20245,417564,466,10752.721030042918
20246,122130,205,7149.073170731707
20247,2514351,1291,23371.19442292796
20248,11011406,11738,11257.18793661612
20249,1967839,2290,10311.820087336244
20250,758528,771,11805.88326848249
20251,177702,370,5763.308108108108
20252,738192,1118,7923.348837209303
20253,850730,850,12010.30588235294
20254,2107692,1882,13439.056323060573
20255,318618,552,6926.478260869564
20256,72377,116,7487.275862068966
20257,242204,391,7433.37084398977
20258,239739,264,10897.227272727272
20259,614070,1149,6413.263707571802
20260,1829427,1445,15192.473356401384
20261,1818412,3397,6423.592581689726
20262,453367,438,12421.013698630137
20263,1474723,1495,11837.241471571906
20264,271965,314,10393.566878980891
20265,3061876,3087,11902.336248785228
20266,6651278,4351,18344.136060675708
20267,134401,105,15360.114285714288
20268,981623,792,14873.07575757576
20269,3277674,2332,16866.246998284732
20270,63708,62,12330.58064516129
20271,261048,384,8157.75
20272,2151389,2323,11113.503228583728
20273,515812,663,9335.963800904978
20274,112093,303,4439.3267326732675
20275,1942352,2534,9198.194159431729
20276,54901,69,9548
20277,3562783,3307,12928.151194436045
20278,21029765,22846,11046.011555633371
20279,2424286,1808,16090.393805309734
20280,1380650,1378,12023.076923076922
20281,175939,184,11474.282608695652
20282,196082,340,6920.541176470589
20283,389083,454,10284.13215859031
20284,1315275,1908,8272.169811320755
20285,3141094,2508,15029.157894736843
20286,1554935,1568,11900.012755102041
20287,98626,112,10567.071428571428
20288,219211,422,6233.488151658768
20289,689017,589,14037.697792869269
20290,316295,393,9657.862595419847
20291,1580901,1378,13766.917271407838
20292,173689,411,5071.211678832116
20293,45238570,14598,37187.48047677764
20294,11098785,5692,23398.703443429375
20295,14117311,7736,21898.620992761116
20296,215735,206,12567.087378640777
20297,323611,455,8534.795604395604
20298,14342431,10398,16552.141950375073
20299,288189,414,8353.304347826086
20300,3918730,3235,14536.247295208654
20301,1280239,929,16536.994617868673
20302,1244103,1651,9042.541490006057
20303,678238,720,11303.966666666667
20304,111989,134,10028.86567164179
20305,7405228,3279,27100.559926806953
20306,1164506,1264,11055.43670886076
20307,9043776,7058,15376.213091527345
20308,4670856,2656,21103.265060240963
20309,4740012,5004,11366.93525179856
20310,12986150,7687,20272.38194354104
20311,70767,113,7515.079646017699
20312,4076904,4671,10473.741811175338
20313,107379,218,5910.770642201835
20314,1226203,990,14863.066666666668
20315,820094,770,12780.685714285715
20316,136408,183,8944.786885245901
20317,693913,814,10229.675675675677
20318,91921362,41670,26471.234557235417
20319,246584,303,9765.70297029703
20320,286123,219,15677.972602739726
20321,104396,168,7456.857142857143
20322,188597,316,7161.911392405063
20323,456635,561,9767.5935828877
20324,60197773,36837,19609.99201889405
20325,4120207,4675,10575.932406417112
20326,680851,1124,7268.871886120996
20327,16875476,12246,16536.478196962275
20328,403501,1073,4512.592730661696
20329,144138,264,6551.727272727273
20330,1583336,1706,11137.181711606096
20331,326385,330,11868.545454545454
20332,149030,172,10397.441860465116
20333,3584098,1732,24832.087759815244
20334,51802091,33677,18458.44617988538
20335,221951,234,11382.102564102564
20336,356670,386,11088.186528497408
20337,2778009,2207,15104.715903942004
20338,25038415,9970,30136.507522567703
20339,4042405,2543,19075.446323240267
20340,531037,602,10585.45514950166
20341,154086,141,13113.702127659573
20342,7952842,2823,33805.91710945802
20343,1435936,1063,16210.001881467546
20344,1377301,1288,12831.996894409938
20345,2136157,1525,16809.10426229508
20346,137566,206,8013.553398058252
20347,1407267,1681,10045.92742415229
20348,5250166,3862,16313.307094769549
20349,1956521,1420,16533.98028169014
20350,55957057,16199,41452.23063152046
20351,951895,993,11503.262839879153
20352,240878,802,3604.1596009975065
20353,855290,729,14078.847736625516
20354,236551,367,7734.637602179837
20355,179831,207,10424.985507246378
20356,1593387,1350,14163.439999999999
20357,264358,255,12440.376470588235
20358,801034,778,12355.280205655527
20359,764947,615,14925.795121951218
20360,3112116,2637,14162.075085324232
20361,156804,136,13835.64705882353
20362,1164765,993,14075.70996978852
20363,2449874,1656,17752.710144927536
20364,15548928,9400,19849.695319148937
20365,228688,258,10636.651162790698
20366,5930032,1164,61134.35051546391
20367,2759425,2686,12328.034251675352
20368,1193316,1112,12877.510791366907
20369,2186174,1350,19432.65777777778
20370,443159,377,14105.85676392573
20371,494939,387,15346.945736434109
20372,690942,613,13525.781402936376
20373,34930,55,7621.09090909091
20374,723394,1160,7483.386206896552
20375,28837313,11745,29463.41047254151
20376,176159,175,12079.474285714285
20377,3335509,3850,10396.391688311687
20378,1944179,2301,10139.134289439375
20379,1077619,1393,9283.150035893756
20380,2119304,1681,15128.880428316477
20381,1286008,1380,11182.678260869565
20382,149551,171,10494.80701754386
20383,211895,248,10252.983870967742
20384,1792963,2556,8417.666666666666
20385,208193639,82839,30158.785934161446
20386,1910342,2033,11275.998032464338
20387,2592780,1992,15619.156626506025
20388,567117,794,8571.037783375315
20389,392867,520,9066.16153846154
20390,135406128,44246,36723.625548072145
20391,987570,1166,10163.670668953688
20392,921228,1013,10912.868706811452
20393,2985133,2417,14820.68514687629
20394,987200,1317,8994.98861047836
20395,304190,288,12674.583333333334
20396,802198,1683,5719.77183600713
20397,57510494,29717,23223.270451256856
20398,3271888,2506,15667.46049481245
20399,69667218,29966,27898.505506240406
20400,1318669,1192,13275.191275167786
20401,35274200,18696,22640.69319640565
20402,801502,630,15266.70476190476
20403,5941623,2677,26634.096376540903
20404,644656,520,14876.676923076922
20405,1264644,1145,13253.910917030567
20406,5523857,9696,6836.456683168317
20408,375493,320,14080.987500000001
20409,24880996,7986,37386.92111194591
20410,726917,600,14538.34
20411,1017277,608,20077.83552631579
20412,1101478,1066,12399.377110694182
20413,105412537,40396,31313.75492623032
20414,8574005,6871,14974.248289914132
20415,1919718,1684,13679.700712589074
20416,88845,121,8811.07438016529
20417,5194969,5268,11833.642369020501
20418,18475754,10028,22108.99960111687
20419,164445,144,13703.75
20420,660278,669,11843.551569506726
20421,5448373,3120,20955.28076923077
20422,321923,392,9854.785714285714
20423,158251,167,11371.329341317365
20424,969827,1267,9185.417521704814
20425,247591,221,13443.855203619909
20426,1061223,1541,8263.903958468527
20428,176087,251,8418.501992031874
20429,199544,292,8200.438356164383
20430,83262,129,7745.302325581395
20431,1439398,1340,12890.131343283581
20432,179060,127,16919.055118110235
20433,1125044,1328,10166.060240963856
20434,837765,1437,6995.949895615866
20435,2015628,2173,11130.94155545329
20436,61569,111,6656.108108108107
20437,5784410,4554,15242.187088274044
20438,203511,306,7980.823529411766
20439,19622577,14823,15885.510625379477
20440,204292,163,15039.901840490798
20441,10968613,7167,18365.19547928003
20442,58086,73,9548.383561643835
20443,109776,165,7983.70909090909
20444,71978,164,5266.682926829268
20445,163250,190,10310.526315789473
20446,612957,859,8562.845168800932
20447,6086356,5262,13879.945267958952
20448,16643,54,3698.4444444444443
20449,1290507,1095,14142.542465753424
20450,2322161,1964,14188.356415478616
20451,37704,28,16158.857142857145
20452,2046441,2291,10719.027498908774
20453,3321805,2475,16105.721212121212
20454,1062376,1563,8156.437619961613
20455,836651,1167,8603.095115681233
20456,1368278,1085,15133.028571428571
20457,199899,178,13476.337078651684
20458,309636,326,11397.644171779142
20459,2880399,2178,15869.96694214876
20460,1029394,1267,9749.588003157063
20461,47571,50,11417.039999999999
20462,4566887,3078,17804.627680311893
20463,97808,140,8383.542857142857
20464,144534,145,11961.434482758621
20465,450435,543,9954.364640883978
20466,1330943,1934,8258.177869700103
20467,19105621,13140,17448.055707762556
20468,2660696,4182,7634.708751793401
20469,18843135,14782,15296.821810309837
20470,2200939,1882,14033.6174282678
20471,217470,151,17282.384105960264
20472,4296816,2300,22418.17043478261
20473,234758,302,9328.132450331126
20474,2852974,1954,17520.822927328558
20475,7110934,6603,12923.09677419355
20476,346204,304,13665.947368421053
20477,388533,249,18724.481927710844
20478,604487,740,9802.491891891892
20479,41054,89,5535.3707865168535
20480,250569,333,9029.513513513513
20481,137814,131,12624.18320610687
20482,75418911,42702,21194.01742307152
20483,15189889,8933,20405.08989141386
20484,1833499,2099,10482.12863268223
20485,780949,826,11345.506053268766
20486,1810812,1578,13770.433460076047
20487,1654651,1110,17888.118918918917
20488,39330,49,9631.836734693878
20489,1334301,1299,12326.106235565821
20490,338159,787,5156.172808132147
20491,373477,625,7170.758400000001
20492,894951,961,11175.246618106139
20493,481402,342,16891.298245614034
20494,490579,896,6570.254464285715
20495,724811,872,9974.463302752294
20496,1711313,1201,17098.880932556203
20497,2876481,3071,11239.912732009117
20498,4277646,4261,12046.879136352969
20499,2898797,1627,21380.18684695759
20500,3521935,3192,13240.357142857141
20501,482971,481,12049.172557172558
20502,1968712,2660,8881.407518796992
20503,92369,69,16064.173913043476
20504,924526,748,14831.967914438503
20505,11293487,5360,25283.926119402982
20506,325831,305,12819.580327868853
20507,1674611,1543,13023.54633830201
20508,2153979,1088,23757.121323529413
20509,3487632,3423,12226.58019281332
20510,327524,259,15174.857142857145
20511,543644,1053,6195.373219373219
20512,225862,246,11017.658536585366
20513,7132833,6305,13575.574306106266
20514,170163,275,7425.294545454545
20515,100099141,52476,22890.26777955637
20516,1966719,2216,10650.102888086643
20517,1389670,1238,13470.145395799678
20518,76988,63,14664.380952380952
20519,4129946,2438,20327.872026251025
20520,5716152,4662,14713.38996138996
20521,47936,58,9917.793103448275
20522,288813,410,8453.063414634145
20523,1454711,932,18730.184549356225
20524,25399,46,6625.826086956522
20525,10764462,8830,14628.940430351075
20526,16235943,13041,14939.906142167012
20527,527239,543,11651.690607734807
20528,283803,273,12474.857142857145
20529,69740,280,2988.857142857143
20530,2950757,2813,12587.658727337363
20531,3680019,2427,18195.396786155747
20532,575038,764,9032.010471204188
20533,2149278,1470,17545.126530612244
20534,917734,1389,7928.587473002159
20535,514634,647,9544.989180834622
20536,192021,205,11240.253658536585
20537,4011083,3356,14342.370679380216
20538,437828,426,12333.183098591548
20539,9959094,5047,23679.24073707153
20540,11677492,6303,22232.255116611137
20541,919937,1067,10346.05810684161
20542,437795,448,11726.651785714286
20543,1536005,1263,14593.871733966746
20544,682408,663,12351.276018099548
20545,13187226,7702,20546.1843676967
20546,5980464,4893,14666.987124463518
20547,420509,384,13140.90625
20548,1191479,1008,14184.27380952381
20549,5058094,5028,12071.82338902148
20550,7367645,4592,19253.42770034843
20551,39211165,18474,25470.064956154594
20552,172406,198,10448.848484848486
20553,20059804,8857,27178.23732640849
20554,1280855,1351,11376.950407105847
20555,2412975,1711,16923.261250730568
20556,130484,117,13382.97435897436
20557,24517429,11896,24731.771015467384
20558,998218,1014,11813.23076923077
20559,11882531,9276,15371.96765847348
20560,4353934,4611,11330.992843201042
20561,1067013,1169,10953.084687767321
20562,1404079,1136,14831.820422535211
20563,545378,597,10962.371859296481
20564,222096,762,3497.5748031496064
20565,80178647,38015,25309.582112324082
20566,406331,521,9358.871401151631
20567,1029102,1578,7825.870722433459
20568,832272,899,11109.303670745272
20569,428010,518,9915.289575289575
20570,23950550,14659,19606.153216454055
21001,66365685,52241,15244.505656476715
21002,9142497,7378,14869.878557874763
21003,42027576,27836,18117.93763471763
21004,63239147,51292,14795.090150510801
21005,1787649,2783,7708.1523535752785
21006,9581915,10553,10895.76234246186
21007,1048781,1729,7278.989010989011
21008,12439573,8858,16851.984195077894
21009,1006074,1009,11965.201189296333
21010,58986183,56048,12629.071438766772
21011,763452,877,10446.321550741162
21012,4019015,4069,11852.587859424919
21013,26334991,20119,15707.53476812963
21014,2668925,3302,9699.30345245306
21015,178639691,103028,20806.734984664363
21016,5449429,5605,11666.930954504907
21017,21481084,20640,12489.002325581394
21018,2091893,2292,10952.319371727748
21019,208513811,109050,22945.123631361763
21020,7131409,6361,13453.373368967144
21021,1258743,1086,13908.762430939227
21022,4911299,6334,9304.639722134512
21023,3744916,6028,7455.041804910418
21024,671949,511,15779.624266144814
21025,9056408,6348,17119.863894139886
21026,10412142,9752,12812.315832649712
21027,1314536,1893,8333.03328050713
21028,1231424,1986,7440.628398791541
21029,2353068,2353,12000.346791330216
21030,385591,457,10124.927789934354
21031,1679617,2092,9634.514340344169
21032,404087,414,11712.666666666666
21033,2680593,3213,10011.551820728291
21034,60356795,34319,21104.3894052857
21035,18251306,14333,15280.518523686596
21036,2433556,4677,6243.8896728672225
21037,1980104,1416,16780.542372881355
21038,12161139,9246,15783.43802725503
21039,5594092,6781,9899.587671434892
21040,12919451,8756,17705.96299680219
21041,287917588,101496,34040.85930480019
21042,1167188,1235,11341.097975708502
21043,34737306,33936,12283.347241867044
21044,11471654,11320,12160.763957597173
21045,51676658,39193,15822.210496772383
21046,8062427,6748,14337.451689389447
21047,20740386,14490,17176.303105590065
21048,18561989,16655,13373.993875713
21049,7007844,8678,9690.496427748329
21050,9125018,11199,9777.678006964907
21051,33638605,26154,15434.092681807753
21052,464174,819,6801.08424908425
21053,55806495,43911,15250.801393728223
21054,38534019,30290,15266.035919445363
21055,2128091,2148,11888.77653631285
21056,692335,661,12568.865355521935
21057,4768292,5232,10936.449541284403
21058,8176877,10576,9277.848335854766
21059,1834856,1344,16382.642857142857
21060,6754169,5489,14765.900528329385
21061,3239236,5500,7067.424
21062,4381710,3906,13461.47465437788
21063,12169197,10777,13550.18687946553
21064,11289607,10447,12967.864841581315
21065,18324743,14675,14984.457649063033
21066,2243271,2698,9977.484062268348
21067,13526674,12730,12750.988845247448
21068,3340515,4911,8162.529016493587
21069,14788901,15498,11450.949283778551
21070,3205239,4443,8656.958811613775
21071,138920808,83388,19991.48193984746
21072,6242781,8966,8355.272362257416
21073,5573846,5612,11918.416250890949
21074,110453678,64177,20652.94632033283
21075,9212611,9972,11086.174488567991
21076,23577893,20915,13527.837245995697
21077,1499581,2197,8190.701866181156
21078,8289037,12261,8112.5882065084425
21079,6122295,4423,16610.341397241693
21080,798584,1307,7332.064269319051
21081,1005938,1284,9401.28971962617
21082,9937884,6888,17313.38675958188
21083,9174894,11716,9397.296688289518
21084,3154950,4535,8348.269018743109
21085,104278090,64328,19452.44807859719
21086,6857689,7280,11303.882967032967
21087,5309499,7196,8854.083935519733
21088,2562801,2590,11873.981467181467
21089,6416252,7658,10054.19482893706
21090,31157262,18651,20046.49316390542
21091,12192601,7909,18499.33139461373
21092,2549887,3015,10148.803980099503
21093,4281465,5496,9348.176855895197
21094,35199137,27907,15135.61629698642
21095,303576,322,11313.391304347826
21096,2683971,2146,15008.225535880707
21097,2454934,1924,15311.43866943867
21098,3866764,4014,11559.832585949178
21099,12923151,13261,11694.27735464897
21100,5481140,7376,8917.255965292841
21101,2050591,2222,11074.298829882988
21102,12031386,10548,13687.583617747441
21103,5803855,5315,13103.717779868297
21104,37694934,23927,18904.969615915074
21105,3014214,3345,10813.323766816144
21106,30941030,23977,15485.355132001501
21107,4814438,6380,9055.369278996865
21108,18449599,14873,14885.711557856519
21109,14714033,16970,10404.7375368297
21110,36520152,37312,11745.331903945113
21111,10238909,10220,12022.202348336596
21112,4846590,5698,10206.928746928746
21113,3143063,2618,14406.70588235294
21114,3957294200,1414004,33583.73130486194
21115,45528273,40451,13506.199500630391
21116,8718440,12476,8385.803142032702
21117,21668436,11756,22118.172167403878
21118,26418625,23800,13320.31512605042
21119,811505718,109437,88983.32936758135
21120,3892680,4362,10708.88583218707
21121,372576,579,7721.78238341969
21122,11483179,9023,15271.8772027042
21123,1591195,2255,8467.556541019956
21124,18060959,14607,14837.509960977615
21125,18541318,8057,27615.218567705102
21126,4799632,4940,11659.025101214575
21127,1565774,1625,11562.638769230769
21128,9851236,6776,17446.108618654074
21129,9838598,11301,10447.144146535706
21130,1952674,2083,11249.202112337975
21131,565085,737,9200.841248303936
21132,241634777,136935,21175.136553839413
21133,637803,537,14252.581005586591
21134,21909571,17422,15090.968430719779
21135,153606,232,7945.137931034482
21136,21863993,11310,23197.87055702918
21137,7804807,7783,12033.622510600026
21139,2376830,2249,12682.063139172966
21140,265038508,118974,26732.412930556253
21141,2328061,2220,12584.113513513512
21142,31328601,24357,15434.709200640475
21143,39931249,28003,17111.55904724494
21144,18395712,13663,16156.667203396033
21145,3714836,6840,6517.256140350877
21146,393710,501,9430.179640718563
21147,2894670,3342,10393.788150807899
21148,9293149,7761,14368.997294163124
21149,33143789,23792,16716.773201075994
21150,3412519,4127,9922.517082626606
21151,8853308,7319,14515.60267796147
21152,8038828,7132,13525.790241166573
21153,27569780,18962,17447.387406391732
21154,108089681,65972,19661.01030740314
21155,4440545,2765,19271.804701627487
21156,588114614,297696,23706.651644630765
21157,7863568,6642,14206.988256549233
21158,4277847,4320,11882.908333333333
21159,1568146,2702,6964.37897853442
21160,1873610,1927,11667.524649714582
21161,21830900,18051,14512.81369453216
21162,1992405,2619,9129.003436426116
21163,25734495,15688,19684.723355430902
21164,99258789,70791,16825.662414713734
21165,129158,215,7208.818604651164
21166,7756479,6761,13766.861115219643
21167,5323270,8033,7952.102576870409
21168,5537471,5264,12623.414133738603
21169,17778295,13697,15575.639921150616
21170,12908526,12092,12810.313595765796
21171,4627033,3150,17626.792380952378
21172,18178466,17766,12278.599121918272
21173,9359076,4794,23426.973717146433
21174,163232769,89262,21944.312563016738
21175,11887548,10824,13179.099778270509
21176,9141344,7044,15572.98807495741
21177,40777394,40609,12049.760594942009
21178,7195143,9228,9356.492847854355
21179,18280775,19382,11318.197296460632
21180,41453049,32991,15077.948167682096
21181,7566178,5752,15784.794158553545
21182,5289601,4640,13680.002586206898
21183,9843386,13155,8979.143443557583
21184,3070415,3552,10373.02364864865
21185,6382863,6229,12296.412907368758
21186,48583554,37443,15570.404294527681
21187,3615775,3888,11159.79938271605
21188,9390957,12485,9026.150100120145
21189,21291341,16420,15560.05432399513
21190,580826,648,10756.037037037036
21191,9434470,6505,17404.095311299003
21192,4122976,3780,13088.812698412698
21193,4861373,4954,11775.631005248284
21194,31301921,21224,17698.03298153034
21195,9789689,13133,8945.120536054215
21196,1181152,924,15339.636363636364
21197,98585430,68590,17247.77897652719
21198,434542,501,10408.191616766468
21199,38667727,34880,13303.117087155963
21200,1864679,1969,11364.219400711021
21201,1836618,2207,9986.14227458088
21202,5885637,8169,8645.812706573633
21203,3231603,3865,10033.437516170763
21204,8206051,6689,14721.574525340111
21205,24997908,19881,15088.521502942509
21206,2654117,2663,11959.971460758543
21207,53154824,42869,14879.234131890176
21208,105597791,67345,18816.14807335363
21209,6775073,5988,13577.300601202405
21210,3369492,3330,12142.313513513513
21211,20377819,12595,19415.151091703057
21212,10962796,12809,10270.399875087829
21213,8441052,9721,10419.979837465282
21214,18578855,15542,14344.760005147344
21215,2494457,3118,9600.219371391919
21216,1098436,1386,9510.268398268398
21217,4939245,10330,5737.74830590513
22001,63816089,46734,16386.20849916549
22002,16635436,13120,15215.337804878049
22003,13042211,8118,19278.951958610494
22004,97219330,58332,19999.862168278134
22005,107355718,56729,22709.171957905128
22006,680845492,142391,57378.24654648117
22007,70991607,36135,23575.46102117061
22008,61071667,30241,24233.98710360107
22009,43654295,18464,28371.508882149043
22010,13341912,9819,16305.42254812099
22011,412067792,140583,35173.62343953394
22012,128735196,61902,24955.93602791509
22013,22618936,15298,17742.661262910184
22014,2857892834,756019,45362.23826120772
22015,13190150,6943,22797.321042776897
22016,588990000,230439,30671.3707315168
22017,122901239,61271,24070.357395831634
22018,42923762,24473,21047.078167776734
23001,219702561,78492,33588.527900932575
23002,80428510,55141,17503.166790591393
23003,49652017,17861,33358.949890823584
23004,494592260,189347,31345.134171653102
23005,2262031929,657826,41263.77362402824
23006,33236883,26568,15012.142276422765
23007,31528968,21293,17768.638331846145
23008,724439289,191874,45307.18840489071
23009,89322710,29413,36442.13511032537
23010,38180202,25398,18039.311126860383
24001,14256750,13375,12791.102803738318
24002,3029722,3092,11758.300129366105
24003,21465566,28988,8885.980129708845
24004,3085103,2627,14092.590787971068
24005,22793051,13780,19848.810740203193
24006,7819681,6503,14429.674304167307
24007,20930651,14250,17625.81136842105
24008,24993403,15019,19969.427791464143
24009,10442375,4094,30607.84074255007
24010,22020090,16318,16193.227111165583
24011,64778792,36722,21168.386907031207
24012,13671764,13782,11904.017414018286
24013,327348241,152442,25768.350533317585
24014,7056254,9434,8975.519185923256
24015,25772543,16492,18752.759883579914
24016,55120121,34002,19453.016057878947
24017,13409173,13505,11914.851980747871
24018,12084526,11046,13128.219445953288
24019,2755892,2510,13175.579282868526
24020,174533202,85186,24586.181109571993
24021,75256698,48430,18647.12731777824
24022,10356520,10109,12293.821347314275
24023,12490944,9160,16363.68209606987
24024,144293615,73040,23706.508488499454
24025,23995170,20021,14382.00089905599
24026,3549507,5640,7552.142553191488
24027,9268708,6486,17148.395929694725
24028,2486006376,745194,40032.63111619256
24029,11886030,15074,9462.144089160143
24030,2574914,2228,13868.477558348295
24031,3658937,4728,9286.642131979695
24032,39832202,29295,16316.314183307732
24033,4763477,4330,13201.32193995381
24034,14014000,11534,14580.19767643489
24035,773094008,285417,32503.768507131666
24036,32399614,22522,17262.91483882426
24037,71735558,58354,14751.802721321588
24038,11425612,11264,12172.171875
